Lot Title,Lot Number,Lot Description,Event,Image Name ,  Minimum Bid  , Reserve Bid , Limit bid ,Bid Increment,Active
"CADENA Y DIJE CON DIAMANTES, EN ORO DE 14K.",17,"Cadena firma ZEI, diseño en  eslabón trenzado, dije enlazado con 7 diamantes corte completo,  Color K, Claridad SI, peso aprox. en conjunto 0.67 Qte. Medida 39 cm, peso 9.0 grs.",18,Lote17.jpg,9500,500000,500000,500,1
"MONEDA CONMEMORATIVA ""ENCUENTRO DE DOS MUNDOS"", VALOR DE $100.00 PESOS PLATA,  AÑO 1992",18,"En Ley .925 representando en anverso ""Columnario"" y al centro fusión continental, reverso 14 escudos de Iberoamérica. Con marcas de pátina en bordes, cuenta con cápsula y estuche originales. Peso 27 grs.",18,Lote18.jpg,1000,500000,500000,100,1
"UNA ONZA CREDITO SUIZO, EN BISEL DE ORO CON 48  DIAMANTES.",19,"Ley 999.9, serie 554XXX, bisel en oro blanco de 10k, peso 11.4 grs, diamantes en corte completo ligero color, ligeras inclusiones, peso aprox. en conjunto 2.30 Qte. Peso 31.1 grs. En buen estado de conservación.",18,Lote19.jpg,55000,500000,500000,5000,1
"MONEDA DE UNA ONZA, VALOR DE $5.00 PESOS PLATA, ""LA IGLESIA"" , EN CHICHENITZÁ,  AÑO 2007",20,"Ley .999, emisión conmemorativa por el Banco de México, en acabado espejo con templo en averso, motivo de la emisión y en reverso los 11 escudos nacionales. Con cápsula y estuche originales. Peso 31.1 grs. Ligeramente manchada.",18,Lote20.jpg,900,500000,500000,100,1
"GARGANTILLA EN ORO BLANCO DE 14K,  CON 208 DIAMANTES.",21,"Diseño rígido, con eslabones intercalados, cada uno con 16 diamantes, peso total en conjunto 4.0 Qte, Color K, Claridad SI, medida 42 cm, peso 37.3 grs.",18,Lote21.jpg,42000,500000,500000,2000,1
"PULSERA EN ORO BLANCO DE 14K, CON 148 DIAMANTES.",22,"Diseño elegante, con 6 círculos con diamantes, separados por 2 filas con 4 diamantes, todos en corte completo, color H- I, claridad SI, peso aprox. en conjunto 1.44 Qtes, medida 4 cm, peso 13.7 grs.",18,Lote22.jpg,12000,500000,500000,1000,1
"ANILLO CON DIAMANTE PRINCIPAL PESO APROX. 1.00 QTE. CORTE COMPLETO, COLOR K, CLARIDAD SI. ",23,"En oro de 18k, con 14 diamantes Corte Trapecio, 20 Corte Princesa en los laterales, Color J, Claridad VS-SI, peso aprox. en conjunto 1.50 Qtes. Medida # 5 ½, peso 9.0 grs.",18,Lote23.jpg,34000,500000,500000,2000,1
"ANILLO CON ZAFIRO PRINCIPAL CORTE MARQUISE, EN LOS LATERALES 10 CORTE BAGUETTE, CON 16 DIAMANTES.",24,"Americano contraste BH, en oro de 14k, los zafiros de buen color, peso aprox. 1.80 Qtes. 16 diamantes corte diamante, Color L, Claridad SI, peso aprox. 0.40 Qtes. Medida # 7 ½, peso 5.9 grs.",18,Lote24.jpg,6000,500000,500000,500,1
"PRENDEDOR ITALIANO ORO 18K, CON CAMAFEO DE CARACOL TALLADO.",25,"Versión mini, origen Napolitano, con el clásico perfil femenino y el contraste del color en la talla. Cuenta con registros en metal de calidad y origen, medidas 23x18.5 mm, peso 2.5 grs. Cuenta con reasa para usarse como pendiente.",18,Lote25.jpg,2000,500000,500000,200,1
"ANILLO CON ESMERALDAS Y ÓPALO, EN ORO DE 14K.",26,"Diseño artesanal, resaltando al centro ópalo color blanco, talla oval, esmeraldas en corte redondo y baguette, peso aprox. en conjunto 0.40 Qte, medida # 5 ½ , peso 6.0 grs. Detalle en oro.",18,Lote26.jpg,3400,500000,500000,200,1
"GARGANTILLA ORO Y ORO BLANCO  DE 14K, CON DIAMANTES Y RUBÍES.",27,"Diseño articulado con pendiente a manera de racimo, 4 rubíes corte marquise, 2 corte oval, de buen color, calidad zeylan, peso aprox. en conjunto, 1.45 Qtes, 4 diamantes corte completo, Color J, Claridad SI, peso aprox. en conjunto 0.20 Qte, medida 39 cm, peso 15.0 grs.",18,Lote27.jpg,12000,500000,500000,1000,1
PAR DE ARETES LARGOS EN ORO Y ORO BLANCO DE 14K.,28,"Diseño en pendeloque, medida 5 cm,  peso 8.0 grs.  ",18,Lote28.jpg,6500,500000,500000,500,1
ANILLO CON DIAMANTES EN ORO 14K.,29,"Diseño escalonado, firma IKS, 15 diamantes corte baguette, 48 en corte completo, color H-I, claridad SI-VS, peso aprox. en conjunto 1.24 Qtes, medida # 6, peso 5.5 grs.",18,Lote29.jpg,7500,500000,500000,500,1
"RELOJ CARTIER PASHA EN ACERO, MOVIMIENTO AUTOMÁTICO.",30,"Carátula negra, números arábigos e indicadores luminiscentes, fechador a las 3:00 hrs, diámetro 36mm, Ref. 2324, número de serie CC788XXX, cierre desplegable, medida 15 cm.",18,Lote30.jpg,28000,500000,500000,2000,1
BECA,30,,18,,1000,500000,500000,1000,0
"ANILLO CON TOPACIO, DOS PERIDOTO Y DIAMANTES, EN ORO DE 14K.",31,"De manufactura china, la gema principal de color azul, peso aprox en conjunto 2.0 Qtes. Los olivos en su color característico, peso aprox. 1.80 Qtes. Los 3 en talla cojín briolette, sin inclusiones, con dos diamantes. Medida # 7, peso 3.3 grs.",18,Lote31.jpg,2100,500000,500000,200,1
"ARO FIRMA TIFFANY & Co. COLECCIÓN 1837, EN PLATA LEY DE 925, CIRCA 1997.",32,"Contrastes propio de la firma, medida 22 cm, peso 32.0 grs.",18,Lote32.jpg,1500,500000,500000,100,1
"RELOJ ROLEX OYSTER PERPETUAL TODO ACERO, 36 MM, CIRCA 2008.",33,"Carátula plata, manecillas e indicadores luminiscentes, referencia 116000, movimiento automático, número de serie V240XXX, pulso Oyster referencia 70200, medida 15 cm. En buen estado de conservación.",18,Lote33.jpg,45000,500000,500000,2000,1
"RELOJ CHOPARD MILLE MIGLIA, CRONÓGRAFO, EN  ACERO  Y CAUCHO, MOVIMIENTO AUTOMÁTICO.",34,"Carátula negra, diámetro 42 mm, Ref. 8589, número de serie 4061XXX, tapa de esqueleto, números arábigos, indicadores y manecillas luminiscentes, fechador a las 4:30 hrs, medida de ext. 18 cm, cierre ardillón. ",18,Lote34.jpg,36000,500000,500000,2000,1
"PULSERA CON 90 RUBÍES DE BUEN COLOR, EN ORO DE 18K.",35,"Diseño troquelado grabado, con tubos, alternados con círculos, 3 colgantes en forma de corazón con 30 de rubíes cada uno, peso aprox. en conjunto 3.0 Qtes, medida 17 cm, peso 9.0 grs. ",18,Lote35.jpg,9000,500000,500000,500,1
COLLAR FIRMA JEWELMAK ORO 14K CON PERLA Y 12 CUARZOS AHUMADOS,36," La perla de agua dulce (fresh water) en color sepia tornasol, de 11.7x 9.3, montada a manera de racimo al centro, haciendo juego en tonalidad con las gemas en talla Briolette, largo 48 cm. Peso 6.0 grs.",18,Lote36.jpg,1800,500000,500000,100,1
"GARGANTILLA ESTILO SOLITARIO CON DIAMANTE, ORO BLANCO DE 14K.",37,"Diseño italiano, diamante en emboquillado 0.20 Qte. Corte completo, Color J, Claridad SI, largo 40 cm, peso 1.6 grs.",18,Lote37.jpg,2000,500000,500000,200,1
"PULSERA CON 132 DIAMANTES, EN ORO BLANCO 14K.",38,"Diseño retro articula con 11 círculos semejando flores con  diamantes en corte  8x8, peso aprox. en conjunto 1.43Qte, Color J, Claridad VS, medida 18 cm. Peso 11.0 grs.",18,Lote38.jpg,16500,500000,500000,1000,1
"RELOJ BVLGARI DIÁGONO, EN ACERO Y CAUCHO, MOVIMIENTO AUTOMÁTICO.",39,"Carátula negra, bisel de cerámica,  manecillas e indicadores luminiscentes, fechador a las 3 horas, extensible de caucho, Ref.  DG 42 SC, diámetro 42mm, medida extensible 19 cm.",18,Lote39.jpg,20000,500000,500000,1000,1
"PULSERA CON BROCHE OCULTO, CON DIAMANTES, EN ORO DE 14K, FABRICANTE ZEI.",40,"En dos filas encontradas cubriendo 7 diamantes en corte completo, peso aprox. en conjunto 0.44 Qte, Color J, Claridad SI, medida 19 cm, peso 11.60 grs.",18,Lote40.jpg,10500,500000,500000,1000,1
"PAR DE ARETES EN ORO BLANCO DE 14K, FIRMA GIORGIO VISCONTI.",41,"Diseño moderno, resaltando  4 perlas, con 16 diamantes en corte completo, color G, claridad VVS, peso aprox. en conjunto 0.45 Qte, peso 7.8 grs",18,Lote41.jpg,7800,500000,500000,500,1
"ANILLO PARA DAMA CON ZAFIRO SINTÉTICO CORTE ESMERALDA DE BUEN COLOR, PESO APROX. 4.00 QTES. CON DIAMANTES.",42,"En oro de 14k. La gema principal rodeada de 18 diamantes corte completo, Color J, Claridad VS, peso aprox. en conjunto 0.90 Qte. Medida # 8, peso 5.9 grs.",18,Lote42.jpg,5500,500000,500000,500,1
"PRENDEDOR EN ORO BLANCO DE 14K, CON DIAMANTE.",43,"Estilo retro, grabado filigrana con detalle de moño y  un diamante, corte completo de 0.10 Qte. Color J, Claridad VS, medida 5 cm, peso 3.6 grs.",18,Lote43.jpg,3600,500000,500000,200,1
"DIAMANTE SIN MONTAR EN CORTE COMPLETO, COLOR N-O, CLARIDAD SI3, DE 3.00 QUILATES",44,"De 8.95 mm de diámetro promedio, altura 5.80, rondista facetada, ligeramente gruesa, con dos naturales. Presenta fluorescencia azul-blanca fuerte. Peso comprobado en quilatera.",18,Lote44.jpg,75000,500000,500000,5000,1
"ANILLO DE PLATINO, CON DIAMANTES.",45,"Diseño churumbela completa, con 41 diamantes corte baguette, peso aprox. en conjunto 328 Qtes, color I, claridad VS, medida # 8 ½, peso 11.0 grs.",18,Lote45.jpg,26000,500000,500000,2000,1
BECA,45,,18,,1000,500000,500000,1000,0
"BRAZALETE CON 110 DIAMANTES, EN ORO DE 14K.",46,"Diseño escalonado, con diamantes en corte completo, color H-I, claridad SI, peso aprox. en conjunto 3.50 Qtes, medida 19.5 cm, peso 40.7 grs.",18,Lote46.jpg,38000,500000,500000,2000,1
PAR DE ARETES LARGOS ORO BCO. 18K CON DIAMANTES Y RUBÍES.,47,"Diseño naturalista con trébol y flor, cuenta con 18 rubíes de corte redondo, buen color, con inclusiones, peso aprox. 1.50 Qtes. y 12 diamantes de Corte completo, Color J-K, Claridad SI-I, peso aprox. en conjunto 0.40 Qte. peso 5.5 grs.",18,Lote47.jpg,5000,500000,500000,200,1
"PAR DE ARETES CON RUBIÉS, ZAFIROS VERDES Y AZULES, EN ORO DE 18K.",48,"Diseño estilo hindú, con 50 gemas emboquilladas, Corte Completo, peso aprox. en conjunto 4.00 Qtes. Medida de largo 5 cm, peso 4.9 grs.",18,Lote48.jpg,5500,500000,500000,500,1
"ANILLO CON DIAMANTES,  EN ORO BLANCO DE 14K.",49,"Diseño americano, firma HERLZBERG DIAMONDS (HDS)  con cuatro diamantes principales corte rombo, alrededor en 6 líneas 67 con diamantes corte completo, peso aprox. en conjunto 107.0 Qte, color J, claridad VS, medida # 7, peso 6.2 grs.",18,Lote49.jpg,6000,500000,500000,500,1
"ANILLO CON 3 GEMAS AGUAMARINA Y DIAMANTES, EN ORO 14K.",50,"Diseño en relieve con aguamarina en talla oval al centro resaltando, los dos berilos azules en talla trillón, junto a ellos 6 diamantes en corte completo, peso aprox. en conjunto 0.6 puntos, color K, claridad VS, contraste JED, medida # 4 ½, peso 2.4 grs.",18,Lote50.jpg,2200,500000,500000,200,1
"LINGOTE  SUIZO, EN ORO FINO “SWISS BANK CORPORATION”.",51,"Una onza ley 999.9, edición J.P. Gumbert, con las 3 llaves. Peso 31.10 grs. En buen estado. ",18,Lote51.jpg,35000,500000,500000,2000,1
"PULSERA VINTAGE, EN ORO BLANCO DE 10K, CON DIAMANTES.",52,"Diseño en 2 filas, con 112 diamantes corte redondo, peso aprox. en conjunto 1.12Qtes, color J, claridad SI, medida 19 cm, peso 21.1 grs.",18,Lote52.jpg,14000,500000,500000,1000,1
"ANILLO CON 160 DIAMANTES, EN ORO BLANCO DE 14K.",53,"Montado en pavé vista espejo, diamantes en corte completo, peso aprox. en conjunto 1.35 Qtes,  color H, claridad SI, medida # 6 ½, peso 9.8 grs.",18,Lote53.jpg,12500,500000,500000,1000,1
"RELOJ CARTIER SANTOS 100 XL CHRONOGRAPH, REF: 2740.",54,"Carátula plata, movimiento automático, fechador a las 4:30 hrs. Diámetro   41 X 55 mm, Número de serie 88348XXX, ext. de piel color negro, muestra uso, medida 18 cm.",18,Lote54.jpg,60000,500000,500000,5000,1
JUEGO DE ANILLO Y PAR ARETES VINTAGE EN PALADIO PLATA CON TRES TURQUEZAS Y DIAMANTES.,55,"Hechura clásica de los años 70´s, las gemas principales de color verde ligera tonalidad azul y 174 diamantes en total, siendo 144 en corte 8x8, 4 de corte moderno, 8 baguettes y 8 marquise, en color J-K-L, claridad VS, SI e I, peso aprox. en conjunto 3.20 Qtes. Medida # 6, peso 20.0 grs.",18,Lote55.jpg,4600,500000,500000,200,1
"BRAZALETE  CON 29 DIAMANTES, EN PLATINO.",56,"Diseño elegante en una fila, diamantes en corte completo, color H, claridad VS, peso aprox. en conjunto 0.87 Qte, medida 21 cm, peso 31.9 grs.",18,Lote56.jpg,30000,500000,500000,2000,1
"ANILLO EN DOS PIEZAS PARA DAMA CON MARQUISE DE 1.60 QTE. DOS GOTAS Y 114 DIAMANTES, ORO BLANCO 14K.",57,"Hechura americana desmontable, la gema principal en color K, claridad VS1, los dos de los lados en color J-K, claridad VS y SI, peso aproximado 0.50 Qte. Con 50 diamantes corte trapecio, peso aprox. 0.90 Qte, y 64 corte redondo, color H-I, claridad VS1 y SI, peso aprox. en conjunto 0.50 Qte.  Medida # 5 ½, peso 10.0 grs.",18,Lote57.jpg,50000,500000,500000,2000,1
"BROQUELES  FIRMA CHARLES GARNIER, CON DIAMANTES NEGROS, EN ORO BLANCO 18K.",58,"Contrastes propios de la firma, 118 diamantes en corte completo, peso aprox. en conjunto 1.18 Qte. Peso 4.3 grs.",18,Lote58.jpg,5000,500000,500000,200,1
"ANILLO DE COMPROMISO FIRMA TIFFANY & CO, EN PLATINO.",59,"Diamante en corte completo, color F, claridad VVS, peso 0.20Qte, montado en 4 uñas,  contrastes propios de la firma, medida # 6, peso 3.9 grs.",18,Lote59.jpg,5000,500000,500000,200,1
"ANILLO FIRMA TOUS, COLECCIÓN GARABATOS.",60,"Contraste propio de la firma, oro de 18k, medida # 7 ½, peso 4.30 grs.",18,Lote60.jpg,1700,500000,500000,100,1
BECA,60,,18,,1000,500000,500000,1000,0
"COLLAR FIRMA TOUS, COLECCIÓN NOCTURNE.",61,"Diseño con eslabones y colgante de luna con 2 diamantes corte completo, peso aprox. en conjunto 0.10 Qte, color J, claridad  SI1,   y piedra de luna cabujón al centro, contrastes propios de la firma,  medida 40 cm, peso 1.7 grs.",18,Lote61.jpg,2000,500000,500000,200,1
"COLLAR FIRMA TOUS, COLECCIÓN TULIPÁN.",62,"Piedras naturales: rubíes, amatista, cuarzo, zafiros y granates, contraste propio de la firma, medida 38.5 cm, peso 1.60 grs.",18,Lote62.jpg,1700,500000,500000,100,1
"CADENA Y CRUZ CON DIAMANTES, EN ORO ROSA DE 14K.",63,"Cadena firma NOVA, eslabón tipo jaula, medida 39 cm, cruz con 11 diamantes corte completo peso aprox. en conjunto 0.66 Qtes, color H, claridad VS, medida 2 cm, peso total 4.8 grs.",18,Lote63.jpg,5600,500000,500000,500,1
"CADENA FIRMA TIFFANY & Co. COLECCIÓN T SMILE, EN ORO DE 18K, CON 40 DIAMANTES.",64,"El símbolo de la sonrisa decorada con los diamantes corte completo, Color H, Claridad VVS, peso aprox. en conjunto 0.10 Qte. Cuenta con contrastes propios de la firma. Medida 40 cm, peso 2.3 grs.",18,Lote64.jpg,8000,500000,500000,500,1
"CADENA Y DIJE FIRMA CHOPARD, COLECCIÓN HAPPY DIAMONDS, EN ORO ROSA DE 18K.",65,"Motivo corazón con diamante flotante en corte completo Color H, Claridad VVS, peso aprox. 0.05 Qte. Con contrastes de calidad, medida de cadena 41 cm, dije 1.9 cm, peso total 6.7 grs.",18,Lote65.jpg,12000,500000,500000,1000,1
"RELOJ ROLEX O. P. RODIUM, 39 MM, TODO ACERO. CIRCA 2018.",66,"Carátula gris rodio, movimiento automático, indicadores en barra con puntos azules y manecillas luminiscentes,  número de serie 09PN7XXX, medida extensible 13.5 cm, broche desplegable.",18,Lote66.jpg,95000,500000,500000,5000,1
"RELOJ HUBLOT CLASSIC FUSION, EDICIÓN ESPECIAL, ACERO, CAUCHO Y PIEL, AÑO 2018",67,"Serie limitada a 100 piezas, siendo el número X2/100, versión de carátula y pulso azul combinado, funciones de cronógrafo y fecha, caja 44 mm, maquinaria automática Hublot, base sellita SW-300-1, seriado 1059XXX, tapa de esqueleto. En muy buen estado de conservación.",18,Lote67.jpg,115000,500000,500000,5000,1
"RELOJ ROLEX CELLINI, CAJA EN PLATINO, REF 5240, DIÁMETRO 35 MM.",68,"Carátula madre perla gris, segundero subsidiario. Movimiento cuerda manual, extensible color negro, medida 17cm, muestra uso, con hebilla rolex en platino, serie K680XXX. Con estuche.",18,Lote68.jpg,105000,500000,500000,5000,1
"RELOJ ZENIT DEFY EL PRIMERO 21, CAJA DE 44 MM EN ACERO Y TITANIO CON DIAMANTES.",69,"Funciones de reserva de marcha y cronógrafo hasta 1/100 de segundo, manecillas rodiadas, tapa de esqueleto y un total de 5.00 Qtes. de diamantes, 44 en Corte baguette y 288 en Corte completo, todos Color negro. Pulso piel con lagarto y caucho negro, con broche deployante, medida de ext. 18 cm. Seminuevo, con estuche.",18,Lote69.jpg,250000,500000,500000,5000,1
"RELOJ ROLEX O.P.D. TURN-O-GRAPH, 36 MM, EN ACERO Y ORO, CIRCA 2005.",70,"Carátula rodium, segundero y fechador en tono rojo, manecillas e indicadores luminiscentes, referencia 116263, movimiento automático, bisel en oro direccional, numero de serie D362XXX, pulso Oyster referencia 72203, medida 14 cm. En buen estado de conservación.",18,Lote70.jpg,85000,500000,500000,5000,1
